# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Denver Streets Partnership
# Property: Denver Streets Partnership
# ----------------------------------------
# 
# All Users
# Start date: 20260506
# End date: 20260602
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
/project/reimagine-west-colfax/,3,3,1,45.666666666666664,13,0,0
/project/rtd-weighs-cheaper-fares-and-passes-with-no-regional-zones-but-airport-trips-still-would-cost-much-more/,3,1,3,17,8,0,0
/project/westwood-via-verde/,3,2,1.5,19,16,0,0
/stephanie-puello/,3,3,1,4.666666666666667,12,0,0
/what-we-do/micro-grants/,3,2,1.5,12.5,11,0,0
/5593-2/,2,2,1,16.5,9,0,0
/brp/,2,2,1,23,11,0,0
/celebrating-black-history-month-and-pam-jiner/,2,2,1,75.5,8,0,0
/community-voices-a-crucial-corridor-is-missing-from-denvers-near-term-brt-build-out/,2,2,1,38.5,10,0,0
/community-voices-a-livable-larimer/,2,1,2,0,4,0,0
/dme-comments/,2,2,1,12,5,0,0
/empowered-brooke-goudy/,2,2,1,10.5,9,0,0
/events/denver-inter-neighborhood-cooperation-inc-transportation-committee/,2,2,1,16.5,8,0,0
/events/remembering-daniel-spira/,2,2,1,15,7,0,0
/project/press-release-denvers-shared-and-open-streets-program-working-should-be-continued-as-stay-at-home-orders-are-lifted/,2,1,2,119,6,0,0
/project/report-shared-open-streets-survey-results/,2,2,1,0,6,0,0
/project/santa-fe-streetscape-study/,2,2,1,8.5,9,0,0
/project/special-report-rtd-cant-seem-to-overcome-its-labor-shortages-a-problem-thats-affecting-bus-and-train-riders/,2,2,1,5.5,8,0,0
/project_tag/tactical-urbanism/,2,1,2,43,3,0,0
/week-without-driving/,2,2,1,0,6,0,0
/west-area-plan-enters-next-phase-of-planning/,2,2,1,2,7,0,0
/what-we-do/sidewalksold/,2,1,2,23,8,0,0
/2025-go-bond/,1,1,1,7,3,0,0
/author/dsp2/,1,0,0,0,2,0,0
/blog/page/2/,1,1,1,0,3,0,0
/blog/page/3/,1,1,1,0,3,0,0
/ccdc-sidewalks/,1,1,1,223,5,0,0
/community-voices-california-street-and-the-convergence-trail/,1,1,1,65,4,0,0
/denver-election-2023-park-hill/,1,0,0,0,2,0,0
/eliot-street-call-to-mural-artists/,1,1,1,40,4,0,0
/empowered-mayra-gonzales/,1,1,1,2,4,0,0
/events/6230/,1,1,1,12,4,0,0
/events/i-25-and-belleview-interchange-project-public-meeting/,1,1,1,3,5,0,0
/freedom-to-walk-and-roll/,1,1,1,21,6,0,0
/legislative-session-recap-2024/,1,1,1,0,3,0,0
/meet-rtd-board-member-shontel-lewis-virtually-on-march-25-at-get-on-the-bus-transit-justice-forum/,1,1,1,39,5,0,0
/our-impact-in-2025/,1,1,1,0,3,0,0
/parking-benefits/,1,1,1,209,3,0,0
/project/,1,1,1,0,3,0,0
/project/20-will-have-to-be-plenty-thousands-of-new-speed-limit-signs-are-going-up-across-the-city/,1,1,1,1,4,0,0
/project/2012-2018-tactical-urbanism-projects/,1,1,1,3,2,0,0
/project/better-block-jefferson-park/,1,1,1,9,3,0,0
/project/bike-activists-want-to-see-more-protected-lanes-in-denver/,1,1,1,4,3,0,0
/project/bosselman-to-cut-emissions-denver-must-become-a-dense-walkable-15-minute-city/,1,1,1,0,3,0,0
/project/cultivate-health-walk-audit-final-report/,1,1,1,9,4,0,0
/project/denver-city-council-votes-to-decriminalize-jaywalking/,1,1,1,0,5,0,0
/project/denver-sidewalk-initiative-backers-have-declared-victory-heres-what-may-come-next/,1,1,1,75,2,0,0
/project/denver-street-partnership-poll-finds-strong-support-for-bicycles/,1,1,1,25,5,0,0
/project/envisioning-a-new-future-for-the-colfax-federal-clover/,1,1,1,34,3,0,0
/project/federal-boulevard-is-getting-another-median-in-the-name-of-pedestrian-safety/,1,1,1,4,4,0,0
/project/hampden-corridor-vision-study/,1,1,1,19,4,0,0
/project/lakewood-gulch-wayfinding/,1,1,1,8,3,0,0
/project/man-killed-in-high-speed-crash-identified-suspect-in-custody/,1,1,1,25,4,0,0
/project/mother-of-cyclist-killed-in-collision-wants-denver-to-do-more-to-make-streets-safer/,1,1,1,6,4,0,0
/project/national-data-highlights-need-for-safer-streets-with-pedestrians-in-mind/,1,1,1,0,3,0,0
/project/page/2/,1,1,1,0,3,0,0
/project/page/3/,1,1,1,0,3,0,0
/project/page/4/,1,1,1,0,3,0,0
/project/pedestrian-advocates-say-street-design-plays-a-role-in-crashes/,1,1,1,3,4,0,0
/project/press-release-2022-08-17-west-denver-rising-viaduct-night-market-august-20/,1,1,1,19,4,0,0
/project/rtd-2022-budget-comments/,1,1,1,2,4,0,0
/project/shared-streets-and-neighborhood-bikeways-diverters/,1,1,1,9,4,0,0
/project/temporary-and-pop-up-bike-ped-infrastructure-measure-impact-and-make-it-count/,1,1,1,0,3,0,0
/project/the-race-for-the-pokey-award-underscores-the-need-for-dedicated-bus-lanes/,1,1,1,221,3,0,0
/project/trevista-elementary-mural/,1,1,1,3,4,0,0
/project/valverde-elementary-school-intersection-mural/,1,1,1,6,4,0,0
/project/vision-zero-community-program-303-artway-project-northeast-park-hill/,1,1,1,454,5,0,0
/project/washington-street-study/,1,1,1,7,5,0,0
/project/we-had-every-single-bus-stop-on-federal-boulevard-assessed-here-are-the-results/,1,1,1,18,3,0,0
/project/wins-wrecks-for-vision-zero/,1,1,1,5,4,0,0
/project_category/media/page/2/,1,1,1,0,3,0,0
/project_category/miscellaneous/,1,1,1,0,3,0,0
/project_tag/cdot/,1,1,1,9,5,0,0
/project_tag/colfax/,1,1,1,6,4,0,0
/project_tag/corridor-transformation/,1,1,1,551,4,0,0
/project_tag/corridor-transformation/page/2/,1,1,1,0,4,0,0
/project_tag/sidewalks/,1,1,1,0,3,0,0
/project_tag/transit/,1,1,1,0,3,0,0
/project_tag/transit/page/2/,1,1,1,3,4,0,0
/project_tag/vision-zero/page/2/,1,1,1,0,3,0,0
/streetsblog-denver/,1,1,1,9,3,0,0
/tag/complete-streets/,1,1,1,2,2,0,0
/tag/transit/,1,1,1,0,3,0,0
/traffic-calming-14th-ave/,1,1,1,1,3,0,0
/welcoming-our-new-teammates/,1,1,1,40,3,0,0
/were-hiring-join-the-dsp-team-as-communications-manager/,1,1,1,3,2,0,0
/west-area-draft-plan/,1,1,1,25,4,0,0
/what-we-do/colfax/cloverleaf/,1,1,1,32,6,0,0
/whats-a-neighborhood-bikeway-and-why-might-you-want-one-in-your-neighborhood/,1,1,1,17,4,0,0
